Id,gridcode,Shape_Leng,Shape_Area
"1","2",291.89173607700,3297.40862710000
"1","2",238.29953774800,2471.12360182000
"1","2",222.14709842000,2473.07460241000
"1","2",115.13273520200,824.35167255100
"1","2",115.13372018800,824.36594357900
"1","2",567.21143796800,11527.64341430000
"1","2",283.77276586900,3297.41258494000
"1","2",230.26755532100,3297.46806202000
"1","2",629.17757749400,16487.39789390000
"1","2",115.13461142100,824.37970181800
"1","2",115.02168991800,822.74651008000
"1","2",115.06827398800,823.42038403700
"1","2",2220.14003116000,113775.54431300001
"1","2",168.64558664400,1648.79989403000
"1","2",2265.41895775000,115413.02261000000
"1","2",115.15156018600,824.62674420800
"1","2",115.15447998100,824.66906090800
"1","2",115.13775156800,824.42699279700
"1","2",176.76245624200,1648.81041146000
"1","2",115.13693345600,824.41527697000
"1","2",115.13649236000,824.40896019500
"1","2",115.13666290900,824.41156834400
"1","2",115.13723055100,824.41986310600
"1","2",345.41087310900,4122.08271868000
"1","2",115.15369448700,824.65847373000
"1","2",115.13734510000,824.42200103200
"1","2",115.13751568200,824.42460985600
"1","2",115.13768623900,824.42721809300
"1","2",115.13785680600,824.42982651700
"1","2",222.16151861000,2473.29825130000
"1","2",1266.54810839000,31329.87594470000
"1","2",168.44093517600,1644.93467499000
"1","2",115.13908893800,824.44879812400
"1","2",115.00271060000,822.47667590000
"1","2",921.16940889900,24736.56817110000
"1","2",115.13975510200,824.45883563800
"1","2",115.00332779200,822.48616804500
"1","2",566.89490686100,9047.38958697000
"1","2",168.65638408200,1648.97176006000
"1","2",115.02840028300,822.84931836600
"1","2",283.44878653400,3289.98734625000
"1","2",275.68649208000,3297.94888505000
"1","2",115.00424795300,822.50032569400
"1","2",115.15648256400,824.70221956900
"1","2",115.07127043700,823.46957513600
"1","2",176.60345658600,1645.71570537000
"1","2",238.42369011500,2474.11942130000
"1","2",115.14468351800,824.53206886300
"1","2",115.00482242300,822.50937263200
"1","2",283.80145976400,3298.01269036000
"1","2",115.00498822500,822.51191021300
"1","2",115.00497245500,822.51168471200
"1","2",176.79069972100,1649.42833428000
"1","2",974.71168023300,33808.40072200000
"1","2",115.14985315700,824.60743390900
"1","2",267.59720497200,5020.05762660000
"1","2",115.15002430900,824.61005085200
"1","2",238.42460267800,2474.16558359000
"1","2",176.76449960600,1648.91721652000
"1","2",345.01908489900,4935.19740768000
"1","2",690.43603870200,12352.37894300000
"1","2",19112.64490410000,2672691.87134000007
"1","2",168.65697128100,1648.96044552000
"1","2",168.65740971400,1648.96648577000
"1","2",115.14736317200,824.57375956800
"1","2",115.09771203600,823.85552092100
"1","2",115.14772696600,824.57930103200
"1","2",115.16741133600,824.86422783700
"1","2",115.14966591600,824.60856136300
"1","2",1318.25447864000,47019.51617950000
"1","2",1548.87620796000,42791.19372550000
"1","2",115.14869919100,824.59488108800
"1","2",115.14144142400,824.48994350800
"1","2",115.03292715900,822.92038733600
"1","2",230.28683768400,2473.55730650000
"1","2",425.75400484200,8907.64434051000
"1","2",115.01007175500,822.59059733500
"1","2",21409.55572770000,2591829.11352000013
"1","2",115.03505321100,822.95312629100
"1","2",345.43466854300,4947.25709172000
"1","2",752.49259716000,20613.48779120000
"1","2",115.01299790000,822.63527291300
"1","2",744.37374615000,24691.24640120000
"1","2",115.01344594300,822.64217922700
"1","2",345.43890249500,4947.38262425000
"1","2",115.14709194500,824.57566796800
"1","2",115.01402694300,822.65131893000
"1","2",115.07914593300,823.59290067800
"1","2",3668.23852416000,140030.87345000001
"1","2",115.14363336200,824.52596904000
"1","2",115.14728966400,824.57932681000
"1","2",176.77008471700,1649.13087874000
"1","2",230.29360129100,2473.71678881000
"1","2",645.46388340400,12368.79525630000
"1","2",115.08082549700,823.61859645000
"1","2",115.08161716700,823.63059022200
"1","2",168.67155863900,1649.17098305000
"1","2",1488.78633629000,98946.00601960000
"1","2",115.08174983800,823.63265464400
"1","2",115.08188251900,823.63471936900
"1","2",115.15009069000,824.62242053200
"1","2",1089.83907805000,44526.49861030000
"1","2",115.14901204600,824.60779818100
"1","2",168.50950205000,1646.10843380000
"1","2",115.10730860000,824.00482697400
"1","2",2701.36129765000,180786.30426400001
"1","2",115.15035582400,824.62803602700
"1","2",115.15059064400,824.63156460500
"1","2",54695.53364060000,6605900.73474999983
"1","2",115.08494480700,823.68202690700
"1","2",115.08523110600,823.68629045100
"1","2",345.25478430300,4118.41106835000
"1","2",115.15183051300,824.65014921500
"1","2",115.04468441600,823.10053657300
"1","2",1709.45095458000,51031.60143000000
"1","2",283.56040490000,3292.41735122000
"1","2",1920.14591210000,100930.14063500000
"1","2",1997.68654863000,87432.38624370001
"1","2",176.70269416200,1647.87741928000
"1","2",238.41320421400,2474.30598900000
"1","2",115.08752141800,823.72221621600
"1","2",797.67864076100,23073.65177870000
"1","2",345.31895013800,5767.95983570000
"1","2",115.10663013800,823.99908013000
"1","2",115.08864451100,823.73911933800
"1","2",176.68161782100,1647.47507576000
"1","2",115.08877711300,823.74118279100
"1","2",2136.35851749000,32124.79758780000
"1","2",1143.02473702000,55213.16663820000
"1","2",682.57760150300,15657.52355560000
"1","2",291.77102326300,3294.98027146000
"1","2",168.58572141900,1647.50173305000
"1","2",36.91447205410,52.17632179740
"1","2",115.08984359300,823.75760594500
"1","2",91.47731866230,106.07247570900
"1","2",115.04888897500,823.16566214100
"1","2",1168.93607228000,45856.89364420000
"1","2",998.18618933200,38596.46315230000
"1","2",751.86892777200,13993.88408170000
"1","2",353.36894722400,4118.90189174000
"1","2",60.74459096020,109.53536672400
"1","2",328.12343549800,3748.51094542000
"1","2",115.05157694500,823.20710112900
"1","2",115.16092551800,824.78933703100
"1","2",168.59360967600,1647.61923080000
"1","2",17037.29784400000,1265771.32113000005
"1","2",115.09514824800,823.84014884500
"1","2",176.82343689100,1650.36938774000
"1","2",337.00195254200,4937.55209249000
"1","2",115.09786135400,823.88179435200
"1","2",115.03319997000,822.94695002100
"1","2",54.61133227520,72.71900480930
"1","2",230.11071587100,2469.80088487000
"1","2",875.05021958800,25521.19886090000
"1","2",115.05613619500,823.27911520400
"1","2",167.84931926900,837.03684457900
"1","2",230.11615550600,2469.92381213000
"1","2",17.09938035280,0.82218350153
"1","2",115.18702770200,825.17365845800
"1","2",115.09922330500,823.90327134500
"1","2",115.13361705700,824.40151085400
"1","2",115.10131384900,823.93484932200
"1","2",27.67167817840,30.53352734150
"1","2",104.84952663200,299.92166801300
"1","2",47.27500313450,46.70249724400
"1","2",223.75094932400,1171.82483620000
"1","2",78.74360364530,223.64049907000
"1","2",74.11652749010,235.61128805700
"1","2",98.65575204310,39.78835350700
"1","2",44.87851077610,60.07855280880
"1","2",168.75537173600,1650.57096359000
"1","2",452.71409825600,9078.47311906000
"1","2",10.00000000470,6.25000000582
"1","2",109.03466145300,582.42401145700
"1","2",73.65098084180,307.55989793000
"1","2",9.99999998789,6.24999998123
"1","2",14.99999999250,12.49999999360
"1","2",736.21691687000,23080.96092660000
"1","2",406.91433810600,6592.27633052000
"1","2",115.10746934800,824.03286009300
"1","2",14.99999998700,12.49999997610
"1","2",15.00000000280,12.50000000030
"1","2",10.00000000090,6.25000000087
"1","2",15.00000001120,12.50000002820
"1","2",337.25004159800,4120.21368706000
"1","2",30.00000001960,43.75000004320
"1","2",10.00000001400,6.25000001703
"1","2",15.00000001120,12.50000001790
"1","2",14.99999996370,12.49999993310
"1","2",15.00000000000,12.49999999560
"1","2",20.00000004000,18.75000001910
"1","2",20.00000001300,25.00000003320
"1","2",84.86210701550,76.01244156800
"1","2",19.99999999910,18.74999999610
"1","2",10.00000002240,6.25000002721
"1","2",790322.88082800002,349559573.16600000858
"1","2",115.10979066900,824.06856393400
"1","2",25.00000000090,31.25000000970
"1","2",115.11027887900,824.07604755900
"1","2",7315.43034526000,673235.10673000000
"1","2",115.14680794400,824.60491131800
"1","2",14690.62339960000,1887159.13996999990
"1","2",235.56198137300,789.29229276500
"1","2",20.00000000750,18.75000000060
"1","2",15.00000000090,12.50000000200
"1","2",14.99999999350,12.49999999430
"1","2",9.99999999534,6.24999999272
"1","2",9.99999996740,6.24999995562
"1","2",20.00000000560,25.00000001280
"1","2",15.00000000560,12.50000001080
"1","2",15.00000000560,12.50000000410
"1","2",14.99999999810,12.50000000030
"1","2",19.99999999440,24.99999998840
"1","2",9.99999998417,6.24999998457
"1","2",14.99999998980,12.49999997560
"1","2",10.00000000560,6.25000000582
"1","2",46.62887730710,81.95331109580
"1","2",15.00000001020,12.50000000960
"1","2",10.00000000370,6.25000000422
"1","2",2655.94736334000,104460.41577500000
"1","2",9.99999997579,6.24999996813
"1","2",19.99999998510,18.74999997560
"1","2",14.99999999630,12.49999999450
"1","2",115.18206883800,825.11872958100
"1","2",406.81857834000,4941.93267203000
"1","2",115.05255942000,823.24555252400
"1","2",9.99999999627,6.24999999782
"1","2",44.99999997110,50.00000002140
"1","2",14.99999999250,12.49999998150
"1","2",14.99999998230,12.49999996550
"1","2",15.00000000840,12.50000001790
"1","2",14.99999999350,12.49999999210
"1","2",14.99999998700,12.49999997340
"1","2",10.00000001400,6.25000001543
"1","2",10.00000000190,6.25000000742
"1","2",10.00000001300,6.25000001644
"1","2",9.99999999814,6.25000000015
"1","2",637.53598400600,12376.92954960000
"1","2",115.08186642500,823.66978052200
"1","2",398.99333746300,4947.94694984000
"1","2",259.99999998900,1824.99999999000
"1","2",115.15043728300,824.66198785900
"1","2",115.08215110900,823.67418438200
"1","2",9.99999999907,6.24999999956
"1","2",169.99999998500,1343.74999987000
"1","2",9.99999999162,6.24999998719
"1","2",15.00000000190,12.50000000580
"1","2",14.99999998600,12.49999997150
"1","2",20.47724763730,17.57042707250
"1","2",15.00000000090,12.50000000520
"1","2",15.00000000750,12.50000002530
"1","2",15.00000000930,12.50000001950
"1","2",9.99999999721,6.24999999942
"1","2",14.99999999350,12.49999999170
"1","2",14.99999999530,12.49999999690
"1","2",14.99999999630,12.49999999100
"1","2",10.00000000280,6.25000000349
"1","2",14.89540429090,9.21786997628
"1","2",10.00000000650,6.25000000320
"1","2",115.05516670200,823.28582412900
"1","2",115.13836862300,824.48962757200
"1","2",426.42677485000,3488.24296582000
"1","2",115.13864691700,824.49394162200
"1","2",12.88058522240,6.50498114386
"1","2",15.00000000280,12.49999999710
"1","2",15.00000000930,12.50000002070
"1","2",14.99999999160,12.49999997990
"1","2",34.49716938960,40.72939097860
"1","2",15.00000001020,12.50000002440
"1","2",230.24027307500,3296.91314913000
"1","2",230.30668143400,2474.12483097000
"1","2",760.58584299800,18143.58070650000
"1","2",115.12082592800,824.23873346400
"1","2",583.66180201300,14836.09126190000
"1","2",1.61486784449,0.10682069292
"1","2",14.99999999440,12.50000000040
"1","2",129.68103346600,254.87604981600
"1","2",3217.54185763000,132722.59259600000
"1","2",14.99999999810,12.50000000030
"1","2",115.10451085700,824.00381280100
"1","2",115.39095492800,51.05033231920
"1","2",9.99999999255,6.24999999098
"1","2",15.00000000750,12.50000001410
"1","2",14.99999998320,12.49999997150
"1","2",23.06636569430,21.44471401720
"1","2",55.54237265900,107.72084396100
"1","2",14.99999999810,12.49999999140
"1","2",14.99999999250,12.49999998460
"1","2",10.00000001210,6.25000001586
"1","2",15.00000000840,12.50000001920
"1","2",15.00000000280,12.50000000670
"1","2",205.00000003900,1631.25000007000
"1","2",115.13720973700,824.47828180000
"1","2",115.13849806500,824.49738901400
"1","2",115.13862911000,824.49942980000
"1","2",291.87448882700,3297.98576318000
"1","2",115.14284031600,824.56056318200
"1","2",230.27773091600,2473.50778114000
"1","2",115.08664668100,823.74789845800
"1","2",15.00000001120,12.50000002550
"1","2",14.99999998230,12.49999997210
"1","2",4.82653212253,0.81722718567
"1","2",10.00000000930,6.25000001353
"1","2",115.13930104200,824.50987308200
"1","2",752.76343102600,10728.23829300000
"1","2",4953.53991547000,165845.85623100001
"1","2",249.46938547000,194.05362080400
"1","2",14.99999999530,12.49999999360
"1","2",14.99999998420,12.49999996490
"1","2",340262.88641500002,100479730.11900000274
"1","2",15.00000001020,12.50000003110
"1","2",15.00000000750,12.49999999680
"1","2",14.99999999250,12.49999997500
"1","2",154.99999998100,712.50000002400
"1","2",14.99999999530,12.50000000170
"1","2",25.00000002050,25.00000001950
"1","2",20.00000001210,18.75000003520
"1","2",14.99999999810,12.49999999750
"1","2",20.00000000560,18.75000000120
"1","2",10.00000002050,6.25000002721
"1","2",14.99999999350,12.49999999200
"1","2",15.00000000470,12.49999999360
"1","2",120.00000001800,512.49999989100
"1","2",69.99999999250,143.74999998500
"1","2",115.12689821000,824.33143010500
"1","2",115.14019830300,824.52419933900
"1","2",115.09779166600,823.91089474700
"1","2",14.99999999160,12.49999999210
"1","2",85.00000000560,162.49999998900
"1","2",115.14166622500,824.54620670500
"1","2",115.14183055000,824.54872408300
"1","2",115.14208200400,824.55363657400
"1","2",291.87561978400,4122.60140629000
"1","2",345.47624103800,4948.76944390000
"1","2",10.00000001120,6.25000001528
"1","2",10.00000001300,6.25000001848
"1","2",2648.20484815000,173971.91175100001
"1","2",115.14081647100,824.53633048600
"1","2",115.16429006200,824.87632719500
"1","2",2434.55620775000,106997.93890300000
"1","2",115.14921437400,824.65874130000
"1","2",43.15218352040,76.86096959350
"1","2",115.14230915600,824.55934732400
"1","2",1419.37506390000,83306.23454470000
"1","2",115.14149650300,824.54770816500
"1","2",115.10406918800,824.00716363100
"1","2",9919.96120983000,910748.47180599999
"1","2",176.82912243000,1650.93977484000
"1","2",52.78113982950,100.96794397500
"1","2",169.47182909500,886.08483959400
"1","2",520.00000008400,6093.75000003000
"1","2",9.99999997579,6.24999997162
"1","2",739.99999996300,4843.74999984000
"1","2",9.99999999627,6.24999999767
"1","2",920.68451898200,29654.71693170000
"1","2",115.14663695300,824.62526283100
"1","2",1233.80448103000,62611.11700490000
"1","2",176.74444212800,1649.27590074000
"1","2",230.14428983400,2470.64516350000
"1","2",78.81532541680,226.39417762700
"1","2",645.46898451000,13198.03503040000
"1","2",115.21699009000,825.64437373500
"1","2",460.29033181700,10706.21378350000
"1","2",115.07302558900,823.56144360900
"1","2",41.84918610580,70.34495595680
"1","2",230.14816461100,2470.73472855000
"1","2",115.16932266600,824.95578760200
"1","2",14.99999999440,12.49999999450
"1","2",15.00000000090,12.50000000120
"1","2",10.00000001120,6.25000001499
"1","2",115.07556302700,823.60054784000
"1","2",3346.34330901000,267302.57219199999
"1","2",176.68069619800,1648.06060928000
"1","2",115.17537433600,825.04559316900
"1","2",134.99999994700,312.49999996900
"1","2",1994.11912152000,140894.08143900000
"1","2",10.00000000470,6.25000000437
"1","2",9.99999998417,6.24999997963
"1","2",20.00000000930,25.00000001920
"1","2",19.99999999720,18.74999998410
"1","2",10.00000001860,6.25000002197
"1","2",15.00000001020,12.50000002470
"1","2",15.00000002330,12.50000004820
"1","2",115.13285133800,824.43125793300
"1","2",9.99999999721,6.24999999287
"1","2",7317.59283665000,812853.00416799996
"1","2",10.00000000750,6.25000000669
"1","2",14.99999998140,12.49999995330
"1","2",115.10081746300,823.96797381000
"1","2",14.99999999070,12.49999999100
"1","2",15.00000000470,12.50000000870
"1","2",10.00000001580,6.25000002561
"1","2",15.00000000370,12.50000000930
"1","2",9.99999999814,6.24999999432
"1","2",15.00000000280,12.50000000470
"1","2",115.13329369300,824.43808369400
"1","2",15.00000001960,12.50000003650
"1","2",15.00000000840,12.50000002120
"1","2",115.09744701800,823.91988226300
"1","2",115.15195546500,824.70880291200
"1","2",14.99999999810,12.50000000670
"1","2",15.00000000560,12.50000002270
"1","2",20.00000002240,18.75000005750
"1","2",14.99999999630,12.49999999560
"1","2",15.00000001120,12.50000002680
"1","2",9.99999998696,6.24999998210
"1","2",19.99999998600,24.99999996710
"1","2",14.99999999250,12.49999998170
"1","2",10.00000002980,6.25000003914
"1","2",14.99999998140,12.49999997410
"1","2",14.99999999810,12.50000000280
"1","2",24.99999998040,25.00000000920
"1","2",15.00000002050,12.50000003350
"1","2",20.00000000280,18.74999998890
"1","2",15.00000000090,12.50000001060
"1","2",115.17436178100,825.03353829600
"1","2",14.99999999810,12.49999999560
"1","2",15.00000001120,12.50000002790
"1","2",14.99999997580,12.49999994000
"1","2",115.17449095300,825.03555227400
"1","2",115.17426936500,825.03237764200
"1","2",15.00000000000,12.50000000030
"1","2",15.00000000930,12.50000001400
"1","2",20.00000000840,25.00000002420
"1","2",15.00000000840,12.50000001790
"1","2",15.00000000370,12.50000000170
"1","2",14.99999999350,12.49999998720
"1","2",15.00000001210,12.50000002590
"1","2",14.99999998880,12.49999997120
"1","2",15.00000000190,12.49999999940
"1","2",14.99999999530,12.49999998600
"1","2",15.00000001680,12.50000003930
"1","2",15.00000000370,12.50000002470
"1","2",19.99999998510,24.99999996250
"1","2",9.99999997206,6.24999996755
"1","2",15.00000000190,12.50000000550
"1","2",14.99999998600,12.49999996680
"1","2",10.00000001020,6.25000001062
"1","2",14.99999999440,12.49999999550
"1","2",9.99999998976,6.24999998749
"1","2",10.00000000190,6.25000000015
"1","2",14.99999998230,12.49999996420
"1","2",20.00000000280,18.75000000480
"1","2",15.00000000840,12.50000002120
"1","2",14.99999998320,12.49999996650
"1","2",14.99999999350,12.49999998840
"1","2",19.99999999070,18.74999998050
"1","2",14.99999998420,12.49999996550
"1","2",15.00000001020,12.50000001830
"1","2",15.00000000750,12.50000000670
"1","2",14.99999998420,12.49999998310
"1","2",14.99999999250,12.49999998630
"1","2",15.00000000370,12.49999999840
"1","2",14.99999997950,12.49999995950
"1","2",14.99999997760,12.49999996390
"1","2",14.99999999630,12.49999999100
"1","2",14.99999997490,12.49999994540
"1","2",9.99999999441,6.24999999680
"1","2",15.00000000930,12.50000001890
"1","2",15.00000001210,12.50000001540
"1","2",15.00000000370,12.50000001480
"1","2",3704.20712188000,194691.57128300000
"1","2",14.99999998880,12.49999996750
"1","2",15.00000000840,12.50000000000
"1","2",15.00000001300,12.50000001410
"1","2",14.99999999810,12.49999999290
"1","2",14.99999999250,12.49999998310
"1","2",20.00000000190,18.75000002260
"1","2",10.00000000750,6.25000000771
"1","2",9.99999999534,6.24999999491
"1","2",40.00000001020,49.99999995210
"1","2",15.00000001210,12.50000001830
"1","2",15.00000000930,12.50000002100
"1","2",15.00000000090,12.50000000330
"1","2",19.99999999070,18.75000002340
"1","2",15.00000001580,12.50000002910
"1","2",15.00000001210,12.50000002940
"1","2",1666.10879805000,62709.99024990000
"1","2",15.00000000840,12.50000001510
"1","2",85.00000005490,162.50000002600
"1","2",115.17589502100,825.05664850300
"1","2",10.00000000930,6.25000001339
"1","2",14.99999998980,12.49999997580
"1","2",10.00000001680,6.25000002619
"1","2",15.00000001210,12.50000002070
"1","2",15.00000000190,12.49999999800
"1","2",14.99999999250,12.49999999550
"1","2",15.00000001020,12.50000001920
"1","2",15.00000000750,12.50000000950
"1","2",9.99999999348,6.24999999345
"1","2",14.99999999440,12.49999999830
"1","2",19.99999999250,24.99999998600
"1","2",14.99999999810,12.49999999750
"1","2",15.00000000370,12.49999999740
"1","2",10.00000001020,6.25000001062
"1","2",14.99999998230,12.49999997770
"1","2",15.00000000840,12.50000002270
"1","2",14.99999998600,12.49999998750
"1","2",15.00000001120,12.50000002590
"1","2",19.99999997670,18.74999994120
"1","2",15.00000000190,12.49999999390
"1","2",735.00000004700,15643.75000000000
"1","2",15.00000001680,12.50000003840
"1","2",9.99999999255,6.24999999229
"1","2",14.68692952340,8.01469685214
"1","2",14.99999999070,12.49999997670
"1","2",19.99999999440,24.99999999040
"1","2",14.99999999160,12.49999997930
"1","2",19.99999998790,18.75000000040
"1","2",14.99999999810,12.50000000120
"1","2",14.99999998420,12.49999998370
"1","2",168.79632429000,1651.06091496000
"1","2",19.99999997670,18.75000002170
"1","2",14.99999999530,12.49999999450
"1","2",9.99999999721,6.24999999447
"1","2",15.00000001770,12.50000003040
"1","2",15.00000000090,12.50000000160
"1","2",15.00000000280,12.50000000900
"1","2",15.00000000090,12.50000000580
"1","2",9.99999998603,6.24999998370
"1","2",20.00000000190,18.74999998140
"1","2",14.99999998880,12.49999997260
"1","2",15.00000002420,12.50000005590
"1","2",14.99999999810,12.49999999240
"1","2",14.99999999530,12.49999999510
"1","2",10.00000000370,6.25000000524
"1","2",19.99999999910,18.75000000970
"1","2",15.00000000090,12.50000000610
"1","2",10.00000000650,6.25000000873
"1","2",14.99999999070,12.49999998300
"1","2",15.00000001210,12.50000002850
"1","2",30.00000001770,37.50000003090
"1","2",14.99999999250,12.49999998120
"1","2",15.00000000750,12.50000001750
"1","2",20.00000001860,18.75000001190
"1","2",15.00000000470,12.50000000290
"1","2",30.00000001020,31.25000002170
"1","2",14.99999998320,12.49999996680
"1","2",15.00000000370,12.50000001890
"1","2",10.00000001400,6.25000002328
"1","2",14.99999999910,12.49999999240
"1","2",9.99999996927,6.24999996304
"1","2",14.99999999530,12.49999998520
"1","2",14.99999999910,12.49999999940
"1","2",4.73416562807,0.86552956865
"1","2",19.99999999440,18.75000001160
"1","2",15.00000000090,12.49999999650
"1","2",9.99999999627,6.24999999331
"1","2",15.00000000470,12.49999999940
"1","2",9.99999999627,6.24999999549
"1","2",504.54493368500,3368.07524960000
"1","2",15.00000000280,12.50000001780
"1","2",10.00000002140,6.25000002867
"1","2",2908.50340957000,243333.54800300000
"1","2",10.00000000280,6.25000000160
"1","2",10.00000001960,6.25000002532
